plan_id,insurance_company,plan_name,plan_type,copay_amount,deductible_amount,out_of_pocket_max,is_active,created_date
INS000940,Kaiser Permanente,Standard Health Plan 2023,POS,31.65,2803.71,2266.06,True,2025-03-06 23:53:57.951618
INS000941,Cigna,Silver Plan 2023,EPO,81.67,5020.38,5260.46,True,2024-02-07 23:53:57.951618
INS000942,Anthem,Silver Plan 2022,EPO,37.97,4721.25,5895.14,True,2022-11-25 23:53:57.951618
INS000943,Medicare,Family Health Plan 2023,HMO,55.81,1028.46,9524.56,True,2022-04-14 23:53:57.951618
INS000944,Cigna,Gold Plan 2021,PPO,66.34,2553.71,2104.39,True,2021-03-25 23:53:57.951618
INS000945,Medicare,Family Health Plan 2023,EPO,13.65,4705.14,2153.77,True,2021-11-21 23:53:57.951618
INS000946,Humana,Gold Plan 2024,POS,12.65,3803.78,6569.54,True,2022-11-13 23:53:57.951618
INS000947,Medicaid,Basic Coverage Plan 2025,EPO,96.33,3796.32,9543.24,True,2025-03-06 23:53:57.951618
INS000948,Medicare,Bronze Plan 2021,HMO,53.06,3654.12,9270.67,True,2022-01-07 23:53:57.951618
INS000949,Aetna,Premium Plus Plan 2024,PPO,30.14,3802.2,6379.98,True,2021-06-20 23:53:57.951618
INS000950,Humana,Premium Plus Plan 2020,HMO,10.59,1797.46,2589.5,True,2022-04-25 23:53:57.951618
INS000951,Medicaid,Bronze Plan 2020,PPO,86.7,4748.1,5094.86,True,2022-03-14 23:53:57.951618
INS000952,Kaiser Permanente,Gold Plan 2020,POS,49.08,5009.68,5513.86,True,2022-07-03 23:53:57.951618
INS000953,Kaiser Permanente,Bronze Plan 2020,PPO,45.16,3228.74,4102.14,True,2021-03-21 23:53:57.951618
INS000954,UnitedHealthcare,Basic Coverage Plan 2020,POS,89.67,5366.2,8226.35,True,2025-01-03 23:53:57.951618
INS000955,Humana,Basic Coverage Plan 2023,HMO,15.63,918.44,9163.51,False,2025-01-15 23:53:57.951618
INS000956,Kaiser Permanente,Family Health Plan 2025,POS,14.96,2346.88,9968.93,False,2021-12-04 23:53:57.951618
INS000957,Medicare,Gold Plan 2021,HMO,85.03,4009.08,6007.63,True,2024-01-22 23:53:57.951618
INS000958,Medicaid,Premium Plus Plan 2020,HMO,78.69,3576.05,7555.11,True,2023-10-09 23:53:57.951618
INS000959,Medicare,Basic Coverage Plan 2021,EPO,55.35,3064.78,3002.45,True,2025-09-20 23:53:57.951618
INS000960,Aetna,Silver Plan 2021,POS,16.76,3022.28,9118.11,True,2023-12-05 23:53:57.951618
INS000961,Kaiser Permanente,Family Health Plan 2025,HMO,70.15,5465.26,3742.43,True,2025-01-06 23:53:57.951618
INS000962,Medicaid,Basic Coverage Plan 2020,EPO,83.29,3423.56,3550.76,True,2021-06-09 23:53:57.951618
INS000963,Humana,Basic Coverage Plan 2023,HMO,40.14,5004.16,8786.22,True,2021-01-22 23:53:57.951618
INS000964,Aetna,Silver Plan 2020,POS,97.25,4987.23,4454.05,True,2022-07-30 23:53:57.951618
INS000965,Kaiser Permanente,Basic Coverage Plan 2020,PPO,86.9,917.5,7591.11,True,2024-02-24 23:53:57.951618
INS000966,Anthem,Premium Plus Plan 2022,EPO,14.31,2722.28,9892.4,True,2024-11-09 23:53:57.951618
INS000967,Blue Cross Blue Shield,Standard Health Plan 2022,HMO,15.96,612.07,8895.1,True,2023-12-16 23:53:57.951618
INS000968,Medicaid,Family Health Plan 2021,PPO,57.5,4681.4,2164.09,True,2022-05-13 23:53:57.951618
INS000969,UnitedHealthcare,Premium Plus Plan 2025,POS,65.09,3018.25,5141.04,True,2025-10-07 23:53:57.951618
INS000970,Aetna,Silver Plan 2025,EPO,35.13,3438.24,5667.81,True,2023-11-10 23:53:57.951618
INS000971,Cigna,Bronze Plan 2020,PPO,36.37,1948.83,8070.1,True,2024-09-06 23:53:57.951618
INS000972,Medicare,Family Health Plan 2021,PPO,64.59,3807.43,8772.09,True,2021-05-15 23:53:57.951618
INS000973,Aetna,Premium Plus Plan 2020,HMO,87.21,652.68,4673.39,True,2022-06-24 23:53:57.951618
INS000974,Aetna,Premium Plus Plan 2025,POS,38.93,4601.74,2064.4,True,2021-08-11 23:53:57.951618
INS000975,Medicaid,Standard Health Plan 2023,HMO,50.78,853.05,3285.44,True,2021-12-29 23:53:57.951618
INS000976,Humana,Bronze Plan 2024,EPO,79.63,3233.09,4783.51,False,2023-05-11 23:53:57.951618
INS000977,UnitedHealthcare,Silver Plan 2024,PPO,87.66,2495.01,2088.43,True,2021-03-12 23:53:57.951618
INS000978,Kaiser Permanente,Basic Coverage Plan 2022,POS,56.96,1800.18,5945.84,True,2021-07-25 23:53:57.951618
INS000979,Humana,Premium Plus Plan 2025,HMO,88.47,3175.52,9882.95,True,2024-09-01 23:53:57.951618
INS000980,Medicare,Gold Plan 2023,HMO,95.45,1303.58,4504.83,True,2025-09-01 23:53:57.951618
INS000981,Anthem,Premium Plus Plan 2025,PPO,67.79,1101.21,3040.06,True,2021-03-31 23:53:57.951618
INS000982,Medicaid,Silver Plan 2021,EPO,66.43,5234.02,5129.3,True,2022-05-30 23:53:57.951618
INS000983,Aetna,Standard Health Plan 2020,PPO,14.53,4917.21,4286.95,True,2025-05-26 23:53:57.951618
INS000984,Medicaid,Family Health Plan 2025,EPO,43.15,3109.73,5675.03,True,2023-01-23 23:53:57.951618
INS000985,UnitedHealthcare,Family Health Plan 2020,EPO,67.38,4187.23,4038.17,True,2025-09-24 23:53:57.951618
INS000986,Anthem,Premium Plus Plan 2023,POS,34.31,1665.69,6656.9,True,2024-07-08 23:53:57.951618
INS000987,Medicaid,Family Health Plan 2023,PPO,90.61,5414.28,7021.89,True,2023-10-26 23:53:57.951618
INS000988,Cigna,Family Health Plan 2021,POS,49.66,5362.6,7291.93,True,2022-03-17 23:53:57.951618
INS000989,UnitedHealthcare,Premium Plus Plan 2024,PPO,63.9,2369.0,6581.46,True,2021-08-05 23:53:57.951618
INS000990,Cigna,Premium Plus Plan 2025,PPO,45.17,5162.53,8232.79,True,2023-04-14 23:53:57.951618
INS000991,Blue Cross Blue Shield,Premium Plus Plan 2022,EPO,15.24,3195.5,3750.68,True,2024-06-30 23:53:57.951618
INS000992,Cigna,Silver Plan 2022,HMO,94.86,808.57,3770.58,True,2025-06-15 23:53:57.951618
INS000993,Kaiser Permanente,Silver Plan 2023,EPO,89.69,628.46,4648.24,True,2021-05-26 23:53:57.951618
INS000994,Medicaid,Standard Health Plan 2022,EPO,75.34,3200.47,2761.99,True,2024-09-19 23:53:57.951618
INS000995,UnitedHealthcare,Premium Plus Plan 2025,HMO,78.67,2593.94,2121.87,True,2026-01-03 23:53:57.951618
INS000996,Medicaid,Basic Coverage Plan 2021,HMO,47.05,2100.99,8299.64,True,2023-04-27 23:53:57.951618
INS000997,Medicaid,Standard Health Plan 2025,PPO,21.7,3832.92,6570.54,False,2022-04-16 23:53:57.951618
INS000998,Blue Cross Blue Shield,Family Health Plan 2020,HMO,22.35,4644.05,7145.21,True,2024-04-10 23:53:57.951618
INS000999,Medicaid,Silver Plan 2020,HMO,11.75,1399.15,9138.78,True,2024-10-03 23:53:57.951618
INS001000,Kaiser Permanente,Bronze Plan 2024,PPO,81.88,1444.57,8711.44,True,2021-03-28 23:53:57.951618
